Unnamed: 0,ID,Play,Q,Away,Away O/D,AwayScore,Home,HomeScore,Home O/D,Offense,Defense,Down,Distance,YdLine,Yards,Success?,Line Yards,RB Yards,PointValue,Player Pos,YdLine2,team_game_drive,drive_play,Play Name,Series #,Series Sequence,Field Position,Gain,Hash,Personnel,Tempo,Shift,Formation,Variation,New Field,Formation Family,Backfield,Motion,R*P,Playcall,Protection,Special,RPO,Family,Family 2,Pass Type,Pass Result,BC REC,BC POS,Blitz,Def Formation,Strength,GN Def,Def Motion,Def Play,# of Backs,# Wide,# TE,Gun_map,PlayType,QBRunDir,RBRunDir,PostRead1,MotionPos,Gun,RunDir,Unit,RunDir2,No Huddle?,Complete?,inc_reason,Dist,ExpectedEP,QB Name,Player Name,FormFamily,LeftWR,RightWR,LeftTE,RightTE
82,3.00E+16,15,1,Arkansas State,Off,0,Louisiana Tech,7,Def,Arkansas State,Louisiana Tech,1,22,,13,Yes,7.5,5.5,0.9932,QB,-21,1,5,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,,LC,,,Shotgun,,Offense,,,,Not Available,22,0.1175,,Fredi Knighten,,,,,
80,3.00E+16,16,1,Arkansas State,Off,0,Louisiana Tech,7,Def,Arkansas State,Louisiana Tech,2,9,,8,Yes,0,0,0.6784,WR,-8,1,6,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,RC,LB,,,Shotgun,LB,Offense,,,,Not Available,9,0.33,Fredi Knighten,J.D. McKissic,,,,,
81,3.00E+16,17,1,Arkansas State,Off,0,Louisiana Tech,7,Def,Arkansas State,Louisiana Tech,3,1,100,9,Yes,6.5,2.5,0.8244,WR,0,1,7,"1513 ARKSTOFFvsLATECH, Play 007",1,7,50,9,L,ST,,,RAMBO,FLIP,,,,,R,XXXTRA 5,,,,PWR READ,PWR READ,,,,,,,,,,,1,3,1,,Run,RC,LB,,,Shotgun,LB,Offense,,,,Not Available,1,0.55,,J.D. McKissic,3x1,1,2,0,Fullback
84,3.00E+16,18,1,Arkansas State,Off,0,Louisiana Tech,7,Def,Arkansas State,Louisiana Tech,1,10,,0,No,0,0,0,WR,9,1,8,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,,RB,,,Shotgun,RB,Offense,,,,Not Available,10,0.4175,Fredi Knighten,Sterling Stowers,,,,,
86,3.00E+16,19,1,Arkansas State,Off,0,Louisiana Tech,7,Def,Arkansas State,Louisiana Tech,2,10,91,7,Yes,5.5,1.5,0.686,RB,9,1,9,"1513 ARKSTOFFvsLATECH, Play 009",1,9,41,7,L,ST,,,LEON,,,,,,R,SW 14,,,ITCH,CTR,CTR,,,,,,,,,,,1,3,1,,Run,,,,,Shotgun,,Offense,,,,Not Available,10,0.3325,,Johnston White,2x2,1,2,Fullback,0
87,3.00E+16,20,1,Arkansas State,Off,0,Louisiana Tech,7,Def,Arkansas State,Louisiana Tech,3,3,,-5,No,0,0,-0.494,RB,16,1,10,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,,RB,,,Shotgun,RB,Offense,,,,Not Available,3,0.5625,Fredi Knighten,Warren Wand,,,,,
85,3.00E+16,21,1,Arkansas State,Off,0,Louisiana Tech,7,Def,Arkansas State,Louisiana Tech,1,10,74,16,Yes,7.5,8.5,1.8432,QB,26,1,11,"1513 ARKSTOFFvsLATECH, Play 011",1,11,24,20,R,ST,,,GANG LT,HOME,,,,,R,SCAN 3,,,,I/S ZONE,I/S ZONE,,,,,,,,,,,1,3,1,Pistol,Run,,RB,,,Pistol,,Offense,,,,Not Available,10,0.5175,,Fredi Knighten,Unbalanced,3,0,Fullback,0
90,3.00E+16,22,1,Arkansas State,Off,0,Louisiana Tech,7,Def,Arkansas State,Louisiana Tech,1,4,,2,Yes,0,0,0.2512,RB,46,1,12,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,RC,,,,Shotgun,,Offense,,,,Not Available,4,0.4825,Fredi Knighten,Warren Wand,,,,,
88,3.00E+16,25,1,Arkansas State,Off,0,Louisiana Tech,7,Def,Arkansas State,Louisiana Tech,2,37,,0,No,0,0,0,WR,13,1,15,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,,RB,,,Shotgun,RB,Offense,,,,Not Available,37,0.24,Fredi Knighten,J.D. McKissic,,,,,
89,3.00E+16,26,1,Arkansas State,Off,0,Louisiana Tech,7,Def,Arkansas State,Louisiana Tech,3,37,87,18,No,7.5,10.5,1.9008,RB,13,1,16,"1513 ARKSTOFFvsLATECH, Play 016",1,16,37,18,R,ST,,,ROCK,,,,,,R,42,,,TROUBLE,I/S ZONE,I/S ZONE,,,,,,,,,,,1,3,1,,Run,,LD,Backside LB,,Shotgun,LD,Offense,,,,Not Available,37,0.17,,Johnston White,3x1,3,0,0,1
91,3.00E+16,34,1,Arkansas State,Off,3,Louisiana Tech,7,Def,Arkansas State,Louisiana Tech,1,10,32,0,No,0,0,0,RB,-32,2,1,"1513 ARKSTOFFvsLATECH, Play 017",2,1,-18,0,R,ST,,,ROPE,,,,,FLY,R,SNAKE 46,,,,PIN PULL,PIN PULL,,,,,,,,,,,1,3,1,,Run,?,?,,WR,Shotgun,?,Offense,,,,Not Available,10,0.4025,,Warren Wand,2x2,2,0,0,2
92,3.00E+16,35,1,Arkansas State,Off,3,Louisiana Tech,7,Def,Arkansas State,Louisiana Tech,2,10,,0,No,0,0,0,QB,-32,2,2,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LB,RD,Backside LB,,Shotgun,LB,Offense,,,,Not Available,10,0.3975,,Fredi Knighten,,,,,
93,3.00E+16,36,1,Arkansas State,Off,3,Louisiana Tech,7,Def,Arkansas State,Louisiana Tech,3,10,,0,No,0,0,0,TE,-32,2,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LB,RD,Backside LB,,Shotgun,RD,Offense,,,,Not Available,10,0.42,Fredi Knighten,Warren Leapheart,,,,,
94,3.00E+16,45,1,Arkansas State,Off,3,Louisiana Tech,10,Def,Arkansas State,Louisiana Tech,1,10,21,14,Yes,7.5,6.5,1.0752,WR,-21,3,1,"1513 ARKSTOFFvsLATECH, Play 020",3,1,-29,14,L,ST,,,LASSO,FLIP,,,,,R,XXXTRA 4,,,,PWR READ,PWR READ,,,,,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.4075,,J.D. McKissic,2x2,0,2,2,0
95,3.00E+16,46,1,Arkansas State,Off,3,Louisiana Tech,10,Def,Arkansas State,Louisiana Tech,1,10,7,-2,No,-2.4,0.4,-0.1632,QB,-7,3,2,"1513 ARKSTOFFvsLATECH, Play 021",3,2,-43,-2,R,ST,,,LIZ,,,,,,R,5,,,ASTRO,PWR READ,PWR READ,,,,,,,,,,,1,3,1,,Run,LB,LD,Playside DE,,Shotgun,LB,Offense,,,,Not Available,10,0.3875,,Fredi Knighten,2x2,1,2,1,0
96,3.00E+16,47,1,Arkansas State,Off,3,Louisiana Tech,10,Def,Arkansas State,Louisiana Tech,2,12,,10,Yes,0,0,0.848,WR,-9,3,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,12,0.3075,Fredi Knighten,Sterling Stowers,,,,,
97,3.00E+16,48,1,Arkansas State,Off,3,Louisiana Tech,10,Def,Arkansas State,Louisiana Tech,3,2,99,2,Yes,2,0,0.1792,RB,1,3,4,"1513 ARKSTOFFvsLATECH, Play 023",3,4,49,2,LM,ST,,,LEAD,,,,,BUZZ,R,18,,,,OPTION,OPTION,,,,,,,,,,,1,3,1,,Run,RC,LD,Backside DE,RB,Shotgun,LD,Offense,,,,Not Available,2,0.69,,Johnston White,3x1,0,3,1,0
98,3.00E+16,50,1,Arkansas State,Off,3,Louisiana Tech,10,Def,Arkansas State,Louisiana Tech,1,10,97,10,Yes,7,3,0,RB,3,3,5,"1513 ARKSTOFFvsLATECH, Play 024",3,5,47,11,R,FL,,,PACK LT,HOME,,,,,R,49,,,ASTRO,PIN PULL,PIN PULL,,,,,,,,,,,1,2,2,Pistol,Run,?,?,,,Pistol,?,Offense,,,,Not Available,10,0.4425,,Warren Wand,3x1,2,1,1,0
99,3.00E+16,59,2,Arkansas State,Off,3,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,1,10,41,10,Yes,7,3,0.592,QB,-41,4,1,"1513 ARKSTOFFvsLATECH, Play 025",4,1,-9,10,RM,ST,,,GANG LT,HOME,,,,,R,SCAN 3,,,,I/S ZONE,I/S ZONE,,,,,,,,,,,1,3,1,Pistol,Run,RC,LB,Backside DE,,Pistol,RC,Offense,,,,Not Available,10,0.3375,,Fredi Knighten,Unbalanced,3,0,Fullback,0
100,3.00E+16,60,2,Arkansas State,Off,3,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,1,10,,9,Yes,0,0,0.7092,RB,-16,4,2,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,,RC,,,Shotgun,RC,Offense,,,,Not Available,10,0.285,Fredi Knighten,Warren Wand,,,,,
101,3.00E+16,61,2,Arkansas State,Off,3,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,2,1,7,3,Yes,3,0,0.2508,RB,-7,4,3,"1513 ARKSTOFFvsLATECH, Play 027",4,3,-43,3,M,ST,JET,,ROCK,,,,,,R,FAN 42,,,TROUBLE,I/S ZONE,I/S ZONE,,,,,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,1,0.5525,,Warren Wand,3x1,3,0,0,1
106,3.00E+16,62,2,Arkansas State,Off,3,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,1,10,,0,No,0,0,0,,-4,4,4,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.315,Fredi Knighten,,,,,,
103,3.00E+16,63,2,Arkansas State,Off,3,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,2,10,,7,Yes,5.5,1.5,0.6132,QB,-4,4,5,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,,RB,,,Shotgun,,Offense,,,,Not Available,10,0.395,,Fredi Knighten,,,,,
104,3.00E+16,64,2,Arkansas State,Off,3,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,3,3,,5,Yes,4.5,0.5,0.462,QB,3,4,6,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,3,0.464166667,,Fredi Knighten,,,,,
102,3.00E+16,65,2,Arkansas State,Off,3,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,1,10,,9,Yes,0,0,0.882,QB,8,4,7,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.3675,J.D. McKissic,Fredi Knighten,,,,,
105,3.00E+16,66,2,Arkansas State,Off,3,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,1,10,78,1,No,1,0,0.106,QB,22,4,8,"1513 ARKSTOFFvsLATECH, Play 032",4,8,28,1,L,ST,,,LASSO,FLIP,,,,,R,XXXTRA 4,,,,PWR READ,PWR READ,,,,,,,,,,,1,3,1,,Run,,RD,,,Shotgun,,Offense,,,,Not Available,10,0.46,,Fredi Knighten,2x2,0,2,2,0
108,3.00E+16,67,2,Arkansas State,Off,3,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,2,9,77,8,Yes,6,2,0.8768,RB,23,4,9,"1513 ARKSTOFFvsLATECH, Play 033",4,9,27,8,L,ST,,,GANG RT,HOME,,,,,R,SCAN 2,,,,I/S ZONE,I/S ZONE,,,,,,,,,,,1,3,1,Pistol,Run,RB,RD,Playside DE,,Pistol,RD,Offense,,,,Not Available,9,0.42,,Johnston White,Unbalanced,0,3,0,Fullback
107,3.00E+16,68,2,Arkansas State,Off,3,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,3,1,69,2,Yes,2,0,0.2272,WR,31,4,10,"1513 ARKSTOFFvsLATECH, Play 034",4,10,19,2,LM,ST,,,RAMBO,FLIP,,,,,R,XXXTRA 5,,,,PWR READ,PWR READ,,,,,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,1,0.685,,J.D. McKissic,3x1,1,2,0,Fullback
109,3.00E+16,69,2,Arkansas State,Off,3,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,1,10,,0,No,0,0,0,RB,33,4,11,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LB,LD,Playside DE,,Shotgun,LD,Offense,,,,Not Available,10,0.4175,Fredi Knighten,Warren Wand,,,,,
110,3.00E+16,70,2,Arkansas State,Off,3,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,2,10,,-1,No,-1.2,0.2,-0.114,QB,33,4,12,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LB,LD,Playside DE,,Shotgun,LB,Offense,,,,Not Available,10,0.295,,Fredi Knighten,,,,,
111,3.00E+16,71,2,Arkansas State,Off,3,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,3,11,,17,Yes,0,0,2.0468,RB,32,4,13,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LB,LD,Playside DE,,Shotgun,LD,Offense,,,,Not Available,11,0.3425,Fredi Knighten,Warren Wand,,,,,
112,3.00E+16,72,2,Arkansas State,Off,3,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,1,1,51,1,Yes,1,0,0.1346,RB,49,4,14,"1513 ARKSTOFFvsLATECH, Play 038",4,14,1,1,R,JM,,,JUMBO LT,,,,,,R,23,,,FADE,I/S ZONE SPLIT,I/S ZONE SPLIT,,,,,,,,,,,1,1,3,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,1,0.525,,Warren Wand,,,,,
114,3.00E+16,80,2,Arkansas State,Off,10,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,1,10,9,-1,No,-1.2,0.2,-0.0804,RB,-9,5,1,"1513 ARKSTOFFvsLATECH, Play 039",5,1,-41,-1,L,ST,,,GANG RT,HOME,,,,,R,26,,,,O/S ZONE,O/S ZONE,,,,,,,,,,,1,3,1,Pistol,Run,RC,RD,Playside DE,,Pistol,RD,Offense,,,,Not Available,10,0.33,,Johnston White,Unbalanced,0,3,0,Fullback
115,3.00E+16,81,2,Arkansas State,Off,10,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,2,11,10,12,Yes,7.5,4.5,1.0176,RB,-10,5,2,"1513 ARKSTOFFvsLATECH, Play 040",5,2,-40,12,R,ST,,,LEO,,,,,BUZZ,R,SWAG COREY,,,,CTR,CTR,,,,,,,,,,,1,3,1,,Run,LC,LD,Playside DE,RB,Shotgun,LD,Offense,,,,Not Available,11,0.33,,Warren Wand,3x1,2,1,1,0
113,3.00E+16,82,2,Arkansas State,Off,10,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,1,10,,0,No,0,0,0,TE,2,5,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,RC,RD,Playside DE,,Shotgun,RD,Offense,,,,Not Available,10,0.4225,Fredi Knighten,Warren Leapheart,,,,,
117,3.00E+16,83,2,Arkansas State,Off,10,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,2,10,98,4,No,4,0,0.3648,RB,2,5,4,"1513 ARKSTOFFvsLATECH, Play 042",5,4,48,4,LM,ST,,,RIP,,,,,,R,4,,,ASTRO,PWR READ,PWR READ,,,,,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.375,,Warren Wand,2x2,2,1,0,1
116,3.00E+16,84,2,Arkansas State,Off,10,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,3,6,,3,No,3,0,0.282,QB,6,5,5,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,RC,LB,Backside DE,,Shotgun,RC,Offense,,,,Not Available,6,0.4875,,Fredi Knighten,,,,,
119,3.00E+16,95,2,Arkansas State,Off,10,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,1,10,65,-1,No,-1.2,0.2,-0.1156,RB,35,6,2,"1513 ARKSTOFFvsLATECH, Play 045",6,2,15,-1,R,ST,,,RAYON,,,,,,R,SW 15,,,ITCH,CTR,CTR,,,,,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.3925,,Johnston White,2x2,2,1,0,Fullback
118,3.00E+16,96,2,Arkansas State,Off,10,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,2,11,,13,Yes,0,0,1.5652,WR,34,6,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LC,RB,,,Shotgun,RB,Offense,,,,Not Available,11,0.38,Fredi Knighten,J.D. McKissic,,,,,
120,3.00E+16,97,2,Arkansas State,Off,10,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,1,3,82,2,Yes,2,0,0.2528,RB,47,6,4,"1513 ARKSTOFFvsLATECH, Play 047",6,4,32,2,L,ST,JET,,LEON,,,,,,R,23,,,FARGO,I/S ZONE SPLIT,I/S ZONE SPLIT,,,,,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,3,0.5225,,Warren Wand,2x2,1,2,Fullback,0
121,3.00E+16,99,2,Arkansas State,Off,10,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,2,1,,1,Yes,1,0,0.1346,QB,49,6,5,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,1,0.5875,,Fredi Knighten,,,,,
123,3.00E+16,104,3,Arkansas State,Off,17,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,1,10,,-3,No,0,0,-0.2244,RB,-15,7,1,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.4,Fredi Knighten,Warren Wand,,,,,
124,3.00E+16,105,3,Arkansas State,Off,17,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,2,13,18,2,No,2,0,0.1488,RB,-18,7,2,"1513 ARKSTOFFvsLATECH, Play 050",7,2,-32,2,L,ST,,,LEON,,,,,,R,SW 25,,,FARGO,PWR,PWR,,,,,,,,,,,1,3,1,,Run,LB,LD,Playside DE,,Shotgun,LD,Offense,,,,Not Available,13,0.36375,,Warren Wand,2x2,1,2,Fullback,0
122,3.00E+16,106,3,Arkansas State,Off,17,Louisiana Tech,17,Def,Arkansas State,Louisiana Tech,3,11,,-10,No,0,0,-0.712,QB,-16,7,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,RB,RD,Playside DE,,Shotgun,RB,Offense,,,,Not Available,11,0.395,,Fredi Knighten,,,,,
127,3.00E+16,118,3,Arkansas State,Off,17,Louisiana Tech,20,Def,Arkansas State,Louisiana Tech,1,10,25,1,No,1,0,0.0684,RB,-25,8,1,"1513 ARKSTOFFvsLATECH, Play 052",8,1,-25,-9,L,ST,,,ROCK,,,,,,R,XXXTRA 5,,,,PWR READ,PWR READ,,,,,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.52,,Warren Wand,3x1,3,0,0,1
128,3.00E+16,119,3,Arkansas State,Off,17,Louisiana Tech,20,Def,Arkansas State,Louisiana Tech,1,19,34,19,Yes,7.5,11.5,1.2996,RB,-34,8,2,"1513 ARKSTOFFvsLATECH, Play 053",8,2,-16,19,L,FL,,,PACK RT,HOME,,,,,R,48,,,ASTRO,PIN PULL,PIN PULL,,,,,,,,,,,1,2,2,Pistol,Run,?,?,,,Pistol,?,Offense,,,,Not Available,19,0.12,,Warren Wand,3x1,1,2,0,1
125,3.00E+16,120,3,Arkansas State,Off,17,Louisiana Tech,20,Def,Arkansas State,Louisiana Tech,1,10,,28,Yes,0,0,2.4416,WR,-15,8,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LC,RB,Backside DE,,Shotgun,RB,Offense,,,,Not Available,10,0.495,Fredi Knighten,Tres Houston,,,,,
126,3.00E+16,121,3,Arkansas State,Off,17,Louisiana Tech,20,Def,Arkansas State,Louisiana Tech,1,10,72,2,No,2,0,0.2224,RB,28,8,4,"1513 ARKSTOFFvsLATECH, Play 055",8,4,22,2,L,ST,,,LEON,,,,,,R,SCAN 23,,,ASTRO,I/S ZONE SPLIT,I/S ZONE SPLIT,,,,,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.4275,,Johnston White,2x2,1,2,Fullback,0
129,3.00E+16,122,3,Arkansas State,Off,17,Louisiana Tech,20,Def,Arkansas State,Louisiana Tech,2,8,,0,No,0,0,0,,30,8,5,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,RC,LB,,,Shotgun,LB,Offense,,,,Not Available,8,0.415,Fredi Knighten,,,,,,
130,3.00E+16,123,3,Arkansas State,Off,17,Louisiana Tech,20,Def,Arkansas State,Louisiana Tech,3,8,,0,No,0,0,0,WR,30,8,6,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,RC,LB,,,Shotgun,LB,Offense,,,,Not Available,8,0.3775,Fredi Knighten,Dijon Paschal,,,,,
134,3.00E+16,134,3,Arkansas State,Off,20,Louisiana Tech,27,Def,Arkansas State,Louisiana Tech,1,10,18,8,Yes,6,2,0.6144,RB,-18,9,1,"1513 ARKSTOFFvsLATECH, Play 058",9,1,-32,8,L,ST,,,RAMBO,,,,,,R,4,,,ASTRO,PWR READ,PWR READ,,,,,,,,,,,1,3,1,,Run,RC,LD,Backside DE,,Shotgun,LD,Offense,,,,Not Available,10,0.4875,,Warren Wand,3x1,1,2,0,Fullback
135,3.00E+16,135,3,Arkansas State,Off,20,Louisiana Tech,27,Def,Arkansas State,Louisiana Tech,2,2,10,4,Yes,4,0,0.3264,RB,-10,9,2,"1513 ARKSTOFFvsLATECH, Play 059",9,2,-40,4,R,ST,,,GANG LT,HOME,,,,,R,SCAN 3,,,,I/S ZONE,I/S ZONE,,,,,,,,,,,1,3,1,Pistol,Run,?,?,,,Pistol,?,Offense,,,,Not Available,2,0.6325,,Warren Wand,Unbalanced,3,0,Fullback,0
133,3.00E+16,136,3,Arkansas State,Off,20,Louisiana Tech,27,Def,Arkansas State,Louisiana Tech,1,10,,0,No,0,0,0,WR,-6,9,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LB,RD,Backside LB,,Shotgun,RD,Offense,,,,Not Available,10,0.44,Fredi Knighten,Dijon Paschal,,,,,
131,3.00E+16,137,3,Arkansas State,Off,20,Louisiana Tech,27,Def,Arkansas State,Louisiana Tech,2,10,,-1,No,-1.2,0.2,-0.0828,QB,-6,9,4,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.3575,,Fredi Knighten,,,,,
132,3.00E+16,138,3,Arkansas State,Off,20,Louisiana Tech,27,Def,Arkansas State,Louisiana Tech,3,11,,0,No,0,0,0,WR,-7,9,5,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LB,RD,Backside LB,,Shotgun,RD,Offense,,,,Not Available,11,0.465,Fredi Knighten,Tres Houston,,,,,
136,3.00E+16,151,3,Arkansas State,Off,20,Louisiana Tech,34,Def,Arkansas State,Louisiana Tech,1,10,25,0,No,0,0,0,,-25,10,1,"1513 ARKSTOFFvsLATECH, Play 063",10,1,-25,0,R,ST,,,LOBO,HOME,,,,,R,SCAN 3,,,R GO,I/S ZONE SPLIT,I/S ZONE SPLIT,,,,,,,,,,,1,3,1,Pistol,Run,RB,RD,Playside DE,,Pistol,RD,Offense,,,,Not Available,10,0.44,Fredi Knighten,,3x1,2,1,Fullback,0
138,3.00E+16,158,4,Arkansas State,Off,20,Louisiana Tech,37,Def,Arkansas State,Louisiana Tech,1,10,,0,No,0,0,0,WR,-20,11,1,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,RB,RD,Playside DE,,Shotgun,RD,Offense,,,,Not Available,10,0.455,Fredi Knighten,Dijon Paschal,,,,,
137,3.00E+16,159,4,Arkansas State,Off,20,Louisiana Tech,37,Def,Arkansas State,Louisiana Tech,2,10,,8,Yes,0,0,0.6016,WR,-20,11,2,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,RB,RD,Playside DE,,Shotgun,RD,Offense,,,,Not Available,10,0.3875,Fredi Knighten,Tres Houston,,,,,
139,3.00E+16,160,4,Arkansas State,Off,20,Louisiana Tech,37,Def,Arkansas State,Louisiana Tech,3,2,,0,No,0,0,0,RB,-12,11,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,2,0.705,Fredi Knighten,Johnston White,,,,,
140,3.00E+16,193,4,Arkansas State,Off,28,Louisiana Tech,47,Def,Arkansas State,Louisiana Tech,1,10,18,4,No,4,0,0.3008,RB,-18,12,1,"1513 ARKSTOFFvsLATECH, Play 068",12,1,-32,4,R,ST,,,RAYON,,,,,,R,SW 15,,,ITCH,CTR,CTR,,,,,,,,,,,1,3,1,,Run,,LC,,,Shotgun,LC,Offense,,,,Not Available,10,0.47875,,Johnston White,2x2,2,1,0,Fullback
141,3.00E+16,194,4,Arkansas State,Off,28,Louisiana Tech,47,Def,Arkansas State,Louisiana Tech,2,6,14,2,No,2,0,0.1552,RB,-14,12,2,"1513 ARKSTOFFvsLATECH, Play 069",12,2,-36,2,RM,ST,JET,,RAYON,,,,,,R,SW 15,,,ITCH,CTR,CTR,,,,,,,,,,,1,3,1,,Run,RC,LB,,,Shotgun,LB,Offense,,,,Not Available,6,0.465,,Johnston White,2x2,2,1,0,Fullback
142,3.00E+16,195,4,Arkansas State,Off,28,Louisiana Tech,47,Def,Arkansas State,Louisiana Tech,3,4,,17,Yes,0,0,1.4484,WR,-12,12,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,RC,LB,,,Shotgun,LB,Offense,,,,Not Available,4,0.4275,Fredi Knighten,Sterling Stowers,,,,,
143,3.00E+16,196,4,Arkansas State,Off,28,Louisiana Tech,47,Def,Arkansas State,Louisiana Tech,1,10,,17,Yes,0,0,1.6796,WR,5,12,4,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.51,Fredi Knighten,Dijon Paschal,,,,,
144,3.00E+16,197,4,Arkansas State,Off,28,Louisiana Tech,47,Def,Arkansas State,Louisiana Tech,1,10,,0,No,0,0,0,,22,12,5,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.5125,Fredi Knighten,,,,,,
696,4.34E+17,2,1,Missouri,Def,0,Arkansas State,0,Off,Arkansas State,Missouri,1,10,25,4,No,4,0,0.2784,WR,-25,1,1,"1502 ARKSTOFFvsMIZZOU, Play 001",1,1,-25,4,L,ST,,,LT,,,3X1,,YODA,R,49,,,ASTRO,SWEEP,SWEEP,,,23,A,,,,,,,1,3,1,,Run,RC,LB,Backide DE,TE,Shotgun,LB,Offense,,,,Not Available,10,0.5,,J.D. McKissic,2x1,1,1,1,0
